Record ID,Company name,Company Domain Name,Website URL,LinkedIn Company Page,Phone Number,Street Address,City,State/Region,Postal Code,Country/Region,Industry,Number of Employees,Lifecycle Stage,Company owner,Last Activity Date,Create Date,Number of Associated Contacts,Number of Associated Deals,Lead Status,Number of Form Submissions,Recent Conversion Date,First Conversion,Additional Domains
46842307096,Onslow Memorial Hospital,onslow.org,onslow.org,https://linkedin.com/company/onslow-memorial-hospital,19105772345,317 Western Boulevard,Jacksonville,North Carolina,28546,United States,Hospital & Health Care,1285,Contact,,,2025-12-08 20:04,1,,,0,,,
17745813659,One Brooklyn Health,bhmcny.org,bhmcny.org,https://www.linkedin.com/company/one-brooklyn-health-system-inc,17182407370,1 Brookdale Plaza,New York,New York,10001,United States,Hospital & Health Care,1000,Contact,Lisa Israelovitch,,2023-10-20 6:57,1,,New,0,,,onebrooklynhealth.org
9135868710,OMERS Ventures,omersventures.com,omersventures.com,https://linkedin.com/company/omers-ventures,14163692400,200 Bay Street,Toronto,Ontario,M5J 2T6,Canada,Venture Capital & Private Equity,26,,,2023-04-25 15:55,2022-07-14 19:06,1,,,0,,,
15004668752,Olympus,olympus.com,olympus.com,https://linkedin.com/company/olympus-solutions-inc,18555327490,151 TELSON RD,Shinjuku,Tokyo Prefecture,160-0022,Japan,Hospital & Health Care,31557,Contact,,2024-07-11 9:34,2023-03-08 14:57,2,,,0,,,
35737209685,OhioHealth,ohiohealth.com,ohiohealth.com,https://www.linkedin.com/company/ohiohealth, +1 614-544-4563,180 East Broad Street,Columbus,OH,43215,United States,Hospital & Health Care,10000,Lead,Lisa Israelovitch,2026-01-16 9:18,2023-09-10 9:57,17,,In Progress,1,2025-11-05 8:57,Request a demo: Demo Request,
49782647885,Ohio Department of Mental Health & Addiction Services,ohio.gov,ohio.gov,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
10071856477,ODAIA,odaia.ai,odaia.ai,https://linkedin.com/company/odaiaintelligence,,359 Newbury Street,Boston,Massachusetts,2115,United States,Information Technology and Services,90,Lead,,2025-08-08 9:00,2022-11-14 15:24,2,,,0,,,
39352298280,Ochsner Health,ochsner.org,ochsner.org,https://linkedin.com/company/ochsner-health-system, +1 504-842-4748,1514 Jefferson Highway,New Orleans,Louisiana,70121,United States,Hospital & Health Care,7581,Contact,,,2025-09-11 13:33,3,,New,0,,,
49749983304,Oceans Healthcare,oceanshealthcare.com,oceanshealthcare.com,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
14937768224,OBIO,obio.ca,obio.ca,https://linkedin.com/company/ontario-bioscience-innovation-organization, +1 416-848-6839,,Toronto,Ontario,M5G 1L5,Canada,Biotechnology,30,Contact,,2023-03-09 17:07,2023-03-03 8:48,2,,,0,,,
14749898246,NYU Langone Health,nyulangone.org,nyulangone.org,https://www.linkedin.com/company/nyulangonehealth, +1 855-698-9991,550 1st Ave,New York,NY,10016,United States,Hospital & Health Care,50000,Contact,Lisa Israelovitch,2023-10-24 11:26,2023-02-20 8:57,7,,New,0,,,
39123804275,Nymbl Systems,nymblsystems.com,nymblsystems.com,https://linkedin.com/company/nymblsystems,18596578324,61 W Bridge St,Dublin,Ohio,43017,United States,Business Supplies and Equipment,62,Contact,Josh Buehler,2025-09-18 17:00,2025-09-03 9:03,1,,,0,,,
39372565676,NYC Health + Hospitals/South Brooklyn Health,nychhc.org,nychhc.org,,,506 Malcolm X Blvd,New York,New York,10037,United States,Hospital & Health Care,10578,Contact,,,2025-09-11 13:33,3,,New,0,,,
33750240545,Nuvance Health,nuvancehealth.org,nuvancehealth.org,https://linkedin.com/company/nuvancehealth,,45 Reade Pl.,Poughkeepsie,NY,12601,United States,Hospital & Health Care,6000,Lead,Shawn Sefton,2025-07-21 16:00,2025-05-20 23:35,5,,In Progress,0,,,
8897004441,Nursesimple,nursesimple.com,nursesimple.com,https://linkedin.com/company/nursesimple,,1867 Yonge Street,Toronto,Ontario,M4S 1Y5,Canada,"Health, Wellness and Fitness",15,,,2022-07-29 8:43,2022-06-11 13:42,1,,,0,,,
39352067196,Novant Health,novanthealth.org,novanthealth.org,https://linkedin.com/company/novanthealth,18442668268,2085 Frontis Plaza Boulevard,Winston-Salem,North Carolina,27103,United States,Hospital & Health Care,40000,Opportunity,Stephen Boswell,2026-02-09 18:07,2025-09-10 15:41,6,1,New,0,,,
9248632117,notarius.net,notarius.net,notarius.net,https://www.linkedin.com/company/avancie-inc,18663012476,5223 Boulevard LaSalle,Montréal,Québec,H4H 1P1,Canada,Computer Software,50,Lead,,2026-02-06 16:15,2022-07-27 11:15,0,,,,,,
29012232457,Norwest Venture Partners,nvp.com,nvp.com,https://linkedin.com/company/norwest-venture-partners,18883527075,525 University Ave,Palo Alto,California,94301,United States,Financial Services,125,Contact,Lisa Israelovitch,2025-01-31 11:15,2025-01-26 8:52,1,,,0,,,
39366949904,Norton Healthcare,nortonhealthcare.org,nortonhealthcare.org,,15026291234,,Louisville,Kentucky,40299,United States,Hospital & Health Care,14500,Contact,,,2025-09-11 13:33,1,,New,0,,,nortonhealthcare.com
16192195974,Northwestern Medicine,nm.org,nm.org,https://www.linkedin.com/company/northwestern-medicine, +1 855-694-2866,660 N WESTMORELAND RD,,IL,60611,United States,Hospital & Health Care,10,Contact,Lisa Israelovitch,2024-07-10 14:30,2023-06-22 8:41,21,,New,0,,,
9646927662,Northwell Health,northwell.edu,northwell.edu,https://www.linkedin.com/company/northwell-health, +1 833-259-2367,400 E Main St.,Mount Kisco,NY,10549,United States,Hospital & Health Care,10000,Customer,Lisa Israelovitch,2026-02-10 11:30,2022-09-22 14:37,42,1,,3,2026-02-10 12:58,Learn more about AssistIQ: Demo Request,
46851256389,Northside Hospital Atlanta,northside.com,northside.com,https://linkedin.com/company/northside-hospital, +1 404-851-8000,450 Northside Cherokee Blvd.,Canton,GA,30115,United States,Hospital & Health Care,5862,Contact,Stephen Boswell,2026-02-06 12:15,2025-12-08 20:04,4,,,1,2026-02-03 18:13,Learn more about AssistIQ: Demo Request,
39350280310,NorthShore University HealthSystem,northshore.org,northshore.org,https://linkedin.com/company/northshore-university-healthsystem,18474253900,2650 Ridge Ave,Evanston,Illinois,60201,United States,Hospital & Health Care,10500,Contact,Josh Buehler,,2025-09-11 13:33,2,,New,0,,,
39354775710,Northern Arizona Healthcare,nahealth.com,nahealth.com,https://linkedin.com/company/northern-arizona-healthcare, +1 928-773-2014,1200 N Beaver St,Flagstaff,Arizona,86001,United States,Hospital & Health Care,1750,Contact,,,2025-09-11 13:33,2,,New,0,,,
10836876666,Northeast Georgia Health System,nghs.com,nghs.com,https://linkedin.com/company/northeast-georgia-health-system,17702192998,743 Spring NE St,Gainesville,Georgia,30501,United States,Hospital & Health Care,3990,Contact,Lisa Israelovitch,2023-11-08 13:42,2023-01-17 22:14,9,,New,0,,,
39366949905,NorthBay Health,northbay.org,northbay.org,https://linkedin.com/company/northbayhealth,17076463280,1200 B. Gale Wilson Blvd.,Fairfield,CA,94533,United States,Hospital & Health Care,1250,Contact,Stephen Boswell,2026-02-06 12:05,2025-09-11 13:33,1,,New,0,,,
39356326318,North Oaks Health System,northoaks.org,northoaks.org,https://linkedin.com/company/mynorthoaks,,15790 Paul Vega MD Drive,Hammond,Louisiana,70403,United States,Hospital & Health Care,1500,Contact,,,2025-09-11 13:33,1,,New,0,,,
49762171949,North Mississippi Health Services,nmhs1.biz,nmhs1.biz,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
35012555135,North Mississippi,www.nmhs.net,www.nmhs.net,https://linkedin.com/company/north-mississippi-health-services,,,,Mississippi,,United States,Hospital & Health Care,59,Contact,Lisa Israelovitch,2025-06-12 15:46,2025-06-12 16:57,2,,New,0,,,
49751531126,North Florida Surgery Center,nfsurgerycenter.com,nfsurgerycenter.com,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
49767745177,Nor-Lea Hospital District (FKA Nor-Lea General Hospital),nor-lea.org,https://nor-lea.org,,15753966611,1600 North Main Avenue,Lovington,New Mexico,88260,United States,Hospital & Health Care,620,Contact,,,2026-01-26 18:09,0,,New,,,,
43315750783,nohassle.nl,nohassle.nl,https://nohassle.nl,https://linkedin.com/company/plesk,31303036612,,,,,The Netherlands,Real Estate,30,Contact,,,2025-10-30 21:47,3,,,0,,,
30417616242,NHS,nhs.uk,nhs.uk,,,,,,,,,,Contact,Lisa Israelovitch,,2025-02-26 10:21,1,,,0,,,
46923830392,NHG,nhghealth.com.sg,nhghealth.com.sg,https://linkedin.com/company/nhghealth,6563553000,,,,,Singapore,Hospital & Health Care,14000,Contact,,,2025-12-09 14:23,1,,,0,,,
10123156485,nextai.com,nextai.com,nextai.com,https://linkedin.com/company/nextai,(647)259-8943,175 Bloor Street East,Toronto,Ontario,M4W 3R8,Canada,Computer Software,30,Lead,,2022-11-18 10:45,2022-11-18 10:42,1,,,0,,,
15583176370,Next Ventures,nextventures.com,nextventures.com,https://linkedin.com/company/nextventuresvc,,595 Pacific Avenue,San Francisco,California,94102,United States,Venture Capital & Private Equity,10,Contact,Lisa Israelovitch,2023-06-14 19:21,2023-04-26 15:41,1,,,0,,,
9064641393,Nexera,nexerainc.com,nexerainc.com,https://www.linkedin.com/company/nexera-inc,(877) 639-3720,555 West 57th Street,New York,New York,10019,United States,Hospital & Health Care,150,,,2023-12-20 9:00,2022-07-06 12:35,2,,,0,,,
15172621858,NexCloud,nexcloud.ca,nexcloud.ca,https://linkedin.com/company/nexcloud-consulting,14377038303,,,,,Canada,Management Consulting,5,Contact,Lisa Israelovitch,2026-01-26 10:00,2023-03-16 16:06,0,,,,,,
35737209718,NewYork-Presbyterian,nyp.org,nyp.org,https://www.linkedin.com/company/new-york-presbyterian-hospital, +1 212-297-3005,,New York,NY,10021,United States,Hospital & Health Care,10,Lead,Lisa Israelovitch,2025-11-20 19:02,2025-02-26 10:21,6,,In Progress,0,,,
39354306403,NewBridgeMedicalCtr,newbridgehealth.org,newbridgehealth.org,https://linkedin.com/company/bergen-new-bridge-medical-center,,230 East Ridgewood Avenue,Paramus,New Jersey,7652,United States,Hospital & Health Care,1250,Contact,,,2025-09-11 13:33,1,,,0,,,
49775798041,New York State Office of Mental Health,ny.gov,ny.gov,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
49828241993,New Jersey Division of Mental Health Services (DHS),nj.gov,nj.gov,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
49774094000,NeuroPsychiatric Hospitals (FKA Physicians Hospital System),neuropsychiatrichospitals.net,neuropsychiatrichospitals.net,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
30032446622,Nemours Children's Hospital,,,,,,,,,,Hospital & Health Care,,Contact,Lisa Israelovitch,2025-02-19 7:45,2025-02-16 12:00,16,,New,0,,,
42787427986,Nemours,nemours.org,nemours.org,https://linkedin.com/company/nemours,18445511351,6535 Nemours Parkway,Orlando,Florida,32827,United States,Hospital & Health Care,5099,Contact,Josh Buehler,,2025-10-27 8:00,16,,New,0,,,
49782647884,Nell J Redfield Memorial Hospital,oneidacountyhospital.com,oneidacountyhospital.com,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
9239394962,NEL-i,nel-i.com,nel-i.com,https://linkedin.com/company/nel-i,,,Montreal,Quebec,,Canada,Professional Training & Coaching,5,Lead,,2022-09-29 9:45,2022-07-26 12:14,1,,,0,,,
43197487678,Nebraska Methodist Health System,bestcare.org,nmhs.org,https://linkedin.com/company/nebraska-methodist-health-system,14023544800,8511 West Dodge Road,Omaha,Nebraska,68157,United States,Hospital & Health Care,2290,Contact,Lisa Israelovitch,2025-12-05 16:00,2025-10-29 14:01,1,,New,0,,,nmhs.org
15275677880,NEA - New Enterprise Associates,nea.com,nea.com,https://linkedin.com/company/new-enterprise-associates,13012722318,2855 Sand Hill Road,Menlo Park,California,94025,United States,Capital Markets,234,Opportunity,,2025-11-01 13:09,2023-03-23 22:10,1,1,,0,,,
51123964562,NCS Equity Placement Ltd,ncsequityltd.com,ncsequityltd.com,,33123456789,,,,,,Financial Services,,Contact,,,2026-02-10 18:49,1,,,1,2026-02-10 18:49,Contact AssistIQ | Get in touch with our team: Main Contact Form,
46762726723,National Spine & Pain Centers,treatingpain.com,treatingpain.com,https://linkedin.com/company/national-spine,18558367246,11921 Rockville Pike,Rockville,Maryland,20852,United States,Hospital & Health Care,450,Contact,,,2025-12-08 20:04,1,,,0,,,
8112190337,National Research Council Canada / Conseil national de recherches...,nrc-cnrc.gc.ca,nrc-cnrc.gc.ca,https://linkedin.com/company/national-research-council, +1 800 282 1376,1200 Montreal Road,Ottawa,Ontario,K1A 0R6,Canada,Government Administration,4000,,Lisa Israelovitch,2026-02-05 17:37,2022-03-05 21:48,3,,,0,,,
49827623273,National Jewish Health,nationaljewish.org,nationaljewish.org,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
49744686777,Naples Comprehensive Health,nchmd.org,nchmd.org,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
9648039073,N49P Venture Capital,n49p.com,n49p.com,https://linkedin.com/company/n49p-ventures,,,Toronto,Ontario,,Canada,Venture Capital & Private Equity,5,Lead,Lisa Israelovitch,2026-01-06 16:30,2022-09-22 17:08,2,,,0,,,
15135355743,Myni,myni.ca,myni.ca,https://linkedin.com/company/mynicleaning,,,,,,Canada,Consumer Goods,6,Contact,,2023-03-17 14:30,2023-03-14 15:26,0,,,,,,
49760777572,MyMichigan Health (FKA MidMichigan Health),mymichigan.org,mymichigan.org,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
23946125177,Mutual Capital Partners,mutualcapitalpartners.com,mutualcapitalpartners.com,https://www.linkedin.com/company/mutual-capital-partners,12165774408,1290 Bassett Rd,Westlake,Ohio,44145,United States,Capital Markets,8,Opportunity,Josh Buehler,2025-01-19 8:00,2024-10-18 9:32,1,1,,0,,,
30034329218,Muscular Dystrophy Association,mda.org,mda.org,https://linkedin.com/company/muscular-dystrophy-association, +1 312-254-0632,222 South Riverside Plaza,Chicago,Illinois,60606,United States,Hospital & Health Care,1000,Contact,Lisa Israelovitch,,2025-02-16 12:00,0,,New,,,,
49767279990,Muscogee Creek Nation Health System,creekhealth.org,creekhealth.org,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
43392823161,Munson Healthcare,munsonhealthcare.org,munsonhealthcare.org,https://linkedin.com/company/munsonhealthcare,,,Traverse City,Michigan,,United States,Hospital & Health Care,570,Contact,,,2025-10-30 21:47,1,,New,0,,,mhc.net
15750781219,Munich Re Ventures,munichreventures.com,munichreventures.com,https://linkedin.com/company/munich-re-ventures, +49 6092 434200,2 Embarcadero Center,San Francisco,California,94111,United States,Professional Training & Coaching,30,Contact,Lisa Israelovitch,2023-05-17 14:00,2023-05-15 14:45,1,,,0,,,
45285720932,MultiCare Health,multicare.org,multicare.org,https://linkedin.com/company/multicare-health-system,18443882356,315 Martin Luther King Junior Way,Tacoma,Washington,98405,United States,Hospital & Health Care,18000,Contact,Josh Buehler,,2025-02-26 10:21,6,,New,0,,,multicare.pt
30937246248,Movemedical,movemedical.com,movemedical.com,https://linkedin.com/company/movemedical,18774693992,4660 La Jolla Village Drive,San Diego,California,92122,United States,Medical Devices,97,Contact,,,2025-03-11 15:31,1,,,1,2025-03-11 15:30,Request a demo: Demo Request,
11474466687,MoveMate,movemate.io,movemate.io,https://linkedin.com/company/movemateio,,200 Boulevard Saint-Laurent,Montreal,Quebec,H2Y 4B2,Canada,Logistics and Supply Chain,30,Contact,,2023-10-16 13:00,2023-01-30 17:50,1,,,0,,,
9755157931,Mount Sinai,mountsinai.org,https://www.mountsinai.org/,https://linkedin.com/company/mountsinainyc,12122416500,1 Gustave L. Levy Place,New York,New York,10029,United States,Hospital & Health Care,48000,Sales Accepted Lead,Lisa Israelovitch,2026-02-04 19:30,2022-10-06 18:19,11,1,Open Deal,0,,,
32788557743,Mount Nittany Medical Center,mountnittany.org,mountnittany.org,https://linkedin.com/company/mount-nittany-medical-center,,1800 East Park Avenue,State College,Pennsylvania,16801,United States,Hospital & Health Care,1250,Sales Qualified Lead,Josh Buehler,2025-09-30 15:29,2025-04-30 9:06,6,1,Open Deal,0,,,
49780945992,Mosaic Life Care (FKA Heartland Health),mymlc.com,mymlc.com,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
39141152432,Morgan Meadows Vineyard,morgan-meadows.com,morgan-meadows.com,,,,,,,,,,Contact,Josh Buehler,2026-02-04 13:30,2025-09-03 18:04,0,,,,,,
17314334743,Morehouse School of Medicine,msm.edu,msm.edu,https://linkedin.com/school/morehouse-school-of-medicine, +1 404-752-1500,720 Westview Drive Southwest,Atlanta,Georgia,30310,United States,Higher Education,2250,Contact,Lisa Israelovitch,2023-12-07 10:14,2023-09-13 16:18,1,,New,0,,,
49781410591,Monument Health (FKA Regional Health),monument.health,monument.health,,,1440 N Main St.,Spearfish,SD,57783,,,,Contact,MacKenzie Masten,,2026-01-26 18:09,1,,New,0,,,
30401006372,Montrose Health,montrosehealth.com,montrosehealth.com,https://linkedin.com/company/montrose-regional-health,,,Montrose,Colorado,81401,United States,Hospital & Health Care,420,Contact,Lisa Israelovitch,,2025-02-26 10:21,1,,New,0,,,
15384422493,Montréal Invivo,montreal-invivo.com,montreal-invivo.com,https://linkedin.com/company/montr-al-invivo,15149879386,630 Rue Sherbrooke Ouest,Montreal,Quebec,H3A 1E4,Canada,International Trade and Development,30,Contact,,2025-11-27 16:00,2023-04-04 17:15,2,,,0,,,
16259940020,Montreal Heart Institute,icm-mhi.org,icm-mhi.org,https://linkedin.com/company/institut-cardiologie-de-montr-al,15143763330,5000 Rue Bélanger,Montreal,Quebec,H1T 1C7,Canada,Hospital & Health Care,2720,Customer,Lisa Israelovitch,2023-07-06 11:13,2023-06-28 14:38,2,1,New,0,,,
8777419587,Montefiore Health System,montefiorehealthsystem.org,montefiore.org,https://linkedin.com/company/montefiore-health-system,17189204943,12 North 7th Avenue,Mount Vernon,New York,10550,United States,Hospital & Health Care,10000,Lead,Lisa Israelovitch,2025-06-02 6:29,2022-05-24 17:21,2,,In Progress,0,,,montefiore.org; montefioreeinstein.org
30409023387,Montage Health,montagehealth.org,montagehealth.org,https://linkedin.com/company/montagehealth,,23625 Holman Highway,Monterey,California,93940,United States,Hospital & Health Care,2501,Contact,Lisa Israelovitch,,2025-02-26 10:21,2,,New,0,,,chomp.org
16259731602,Monitored Therapeutics,monitoredrx.com,monitoredrx.com,https://linkedin.com/company/monitoredrx, +1 614-761-3555,5995 Shier Rings Road,Dublin,Ohio,43016,United States,Medical Devices,50,Contact,Lisa Israelovitch,2025-06-11 16:00,2023-06-28 14:18,1,,,0,,,
16217292443,monday.com,monday.com,monday.com,https://linkedin.com/company/mondaydotcom, +252 2 277014,6 Yitzhak Sadeh Street,Tel Aviv,Tel Aviv District,,Israel,Information Technology and Services,1553,Contact,,,2023-06-24 11:07,1,,,0,,,
46934384454,Mölnlycke Health Care,molnlycke.com,molnlycke.com,https://linkedin.com/company/molnlyckehealthcare,463172230,,Goeteborg,Vaestra Goetaland County,,Sweden,Medical Devices,7400,Contact,,,2025-12-09 14:23,1,,,0,,,
30420963456,Moffitt Cancer Center,moffitt.org,https://www.moffitt.org,https://linkedin.com/company/moffittcancercenter,18137453808,,Tampa,Florida,33601,United States,Hospital & Health Care,9000,Contact,Lisa Israelovitch,,2025-02-26 10:21,2,,New,0,,,
15708820092,Modelis,modelis.ca,modelis.ca,https://linkedin.com/company/modelis-inc,,,,,H2X 0A9,Canada,Biotechnology,10,Contact,Lisa Israelovitch,2023-07-28 12:58,2023-05-10 18:17,1,,,0,,,
